derivative_axis,axis_unit,wavelength_nm,energy_eV,processed_signal,first_derivative,second_derivative,method,assignment_source
1.15,eV,1078.123464347826,1.15,0.024015145214527293,0.006319775056454197,5.637851296924618e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.156,eV,1072.5276678200692,1.156,0.02405306386486602,0.006319775056454535,2.8199664825478976e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.162,eV,1066.9896592082616,1.162,0.024090982515204747,0.006319775056454535,3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.168,eV,1061.5085479452055,1.168,0.024128901165543476,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.174,eV,1056.083461669506,1.174,0.024166819815882205,0.006319775056454535,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.18,eV,1050.7135457627119,1.18,0.02420473846622093,0.006319775056454091,3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.186,eV,1045.397962900506,1.186,0.024242657116559655,0.006319775056454979,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.192,eV,1040.1358926174496,1.192,0.024280575766898387,0.006319775056454979,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.198,eV,1034.926530884808,1.198,0.024318494417237112,0.006319775056454091,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.204,eV,1029.7690897009966,1.204,0.024356413067575838,0.006319775056454535,3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.21,eV,1024.6627966942149,1.21,0.024394331717914566,0.006319775056454535,-3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.216,eV,1019.606894736842,1.216,0.024432250368253295,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.222,eV,1014.6006415711947,1.222,0.02447016901859202,0.006319775056454535,3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.228,eV,1009.643309446254,1.228,0.02450808766893075,0.006319775056454535,-3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.234,eV,1004.7341847649918,1.234,0.024546006319269474,0.006319775056454091,3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.24,eV,999.8725677419354,1.24,0.0245839249696082,0.006319775056454979,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.246,eV,995.0577720706259,1.246,0.02462184361994693,0.006319775056454979,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.252,eV,990.289124600639,1.252,0.024659762270285657,0.006319775056454091,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.258,eV,985.5659650238473,1.258,0.024697680920624382,0.006319775056454535,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.264,eV,980.8876455696202,1.264,0.024735599570963114,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.27,eV,976.2535307086613,1.27,0.02477351822130184,0.006319775056454535,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.276,eV,971.6629968652037,1.276,0.024811436871640568,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.282,eV,967.1154321372854,1.282,0.024849355521979293,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.288,eV,962.6102360248447,1.288,0.024887274172318022,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.294,eV,958.1468191653786,1.294,0.02492519282265675,0.006319775056454535,-3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.3,eV,953.724603076923,1.3,0.024963111472995476,0.006319775056454091,3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.306,eV,949.3430199081163,1.306,0.0250010301233342,0.006319775056454979,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.312,eV,945.0015121951218,1.312,0.025038948773672933,0.006319775056454979,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.318,eV,940.6995326251896,1.318,0.02507686742401166,0.006319775056454091,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.324,eV,936.4365438066465,1.324,0.025114786074350384,0.006319775056454535,3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.33,eV,932.2120180451127,1.33,0.025152704724689112,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.336,eV,928.0254371257483,1.336,0.02519062337502784,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.342,eV,923.8762921013412,1.342,0.025228542025366566,0.006319775056454535,-3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.348,eV,919.7640830860532,1.348,0.025266460675705295,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.354,eV,915.6883190546528,1.354,0.02530437932604402,0.006319775056454535,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.36,eV,911.6485176470587,1.36,0.025342297976382745,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.366,eV,907.6442049780379,1.366,0.025380216626721477,0.006319775056454535,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.372,eV,903.6749154518949,1.372,0.025418135277060203,0.006319775056454535,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.378,eV,899.7401915820029,1.378,0.02545605392739893,0.006319775056455423,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.384,eV,895.839583815029,1.384,0.02549397257773766,0.006319775056454535,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.39,eV,891.9726503597122,1.39,0.025531891228076385,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.396,eV,888.1389570200573,1.396,0.025569809878415114,0.006319775056454535,-3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.402,eV,884.3380770328102,1.402,0.02560772852875384,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.408,eV,880.569590909091,1.408,0.025645647179092568,0.006319775056454535,3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.414,eV,876.8330862800566,1.414,0.025683565829431296,0.006319775056454535,-3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.42,eV,873.1281577464789,1.42,0.02572148447977002,0.006319775056454091,3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.426,eV,869.4544067321178,1.426,0.025759403130108747,0.006319775056454979,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.432,eV,865.8114413407822,1.432,0.02579732178044748,0.006319775056454979,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.438,eV,862.198876216968,1.438,0.025835240430786204,0.006319775056454091,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.444,eV,858.6163324099723,1.444,0.02587315908112493,0.006319775056454535,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.45,eV,855.0634372413792,1.45,0.025911077731463658,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.456,eV,851.5398241758242,1.456,0.025948996381802387,0.006319775056454535,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.462,eV,848.0451326949384,1.462,0.025986915032141112,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.468,eV,844.5790081743869,1.468,0.02602483368247984,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.474,eV,841.1411017639077,1.474,0.026062752332818566,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.48,eV,837.7310702702703,1.48,0.026100670983157298,0.006319775056454535,-3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.486,eV,834.3485760430685,1.486,0.026138589633496023,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.492,eV,830.9932868632707,1.492,0.02617650828383475,0.006319775056454535,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.498,eV,827.6648758344459,1.498,0.026214426934173477,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.504,eV,824.3630212765956,1.504,0.026252345584512206,0.006319775056454535,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.51,eV,821.0874066225165,1.51,0.02629026423485093,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.516,eV,817.8377203166226,1.516,0.02632818288518966,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.522,eV,814.6136557161628,1.522,0.026366101535528385,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.528,eV,811.4149109947643,1.528,0.026404020185867114,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.534,eV,808.2411890482398,1.534,0.026441938836205842,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.54,eV,805.0921974025973,1.54,0.026479857486544568,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.546,eV,801.9676481241913,1.546,0.026517776136883293,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.552,eV,798.8672577319587,1.552,0.026555694787222025,0.006319775056454535,-3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.558,eV,795.7907471116815,1.558,0.02659361343756075,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.564,eV,792.737841432225,1.564,0.026631532087899475,0.006319775056454535,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.57,eV,789.7082700636942,1.57,0.026669450738238204,0.006319775056454979,3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.576,eV,786.7017664974618,1.576,0.026707369388576933,0.006319775056454979,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.582,eV,783.718068268015,1.582,0.02674528803891566,0.006319775056454535,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.588,eV,780.7569168765742,1.588,0.026783206689254387,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.594,eV,777.8180577164366,1.594,0.026821125339593112,0.006319775056454535,3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.6,eV,774.9012399999999,1.6,0.026859043989931844,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.606,eV,772.006216687422,1.606,0.02689696264027057,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.612,eV,769.1327444168734,1.612,0.026934881290609294,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.618,eV,766.2805834363411,1.618,0.026972799940948023,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.624,eV,763.4494975369457,1.624,0.02701071859128675,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.63,eV,760.6392539877301,1.63,0.027048637241625477,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.636,eV,757.8496234718826,1.636,0.027086555891964206,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.642,eV,755.0803800243606,1.642,0.02712447454230293,0.006319775056454535,3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.648,eV,752.3313009708738,1.648,0.02716239319264166,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.654,eV,749.6021668681983,1.654,0.027200311842980388,0.006319775056454535,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.66,eV,746.8927614457831,1.66,0.027238230493319113,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.666,eV,744.2028715486194,1.666,0.02727614914365784,0.006319775056454535,3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.672,eV,741.5322870813397,1.672,0.02731406779399657,0.006319775056454535,-3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.678,eV,738.8808009535161,1.678,0.027351986444335296,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.684,eV,736.2482090261283,1.684,0.02738990509467402,0.006319775056454535,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.69,eV,733.6343100591715,1.69,0.02742782374501275,0.006319775056454979,3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.696,eV,731.0389056603773,1.696,0.02746574239535148,0.006319775056454979,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.702,eV,728.4618002350176,1.702,0.027503661045690207,0.006319775056454535,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.708,eV,725.9028009367681,1.708,0.027541579696028932,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.714,eV,723.3617176196033,1.714,0.027579498346367658,0.006319775056454535,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.72,eV,720.8383627906976,1.72,0.02761741699670639,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.726,eV,718.3325515643105,1.726,0.027655335647045115,0.006319775056454535,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.732,eV,715.8441016166281,1.732,0.02769325429738384,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.738,eV,713.372833141542,1.738,0.02773117294772257,0.006319775056454535,3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.744,eV,710.9185688073394,1.744,0.027769091598061298,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.75,eV,708.4811337142856,1.75,0.027807010248400023,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.756,eV,706.0603553530751,1.756,0.02784492889873875,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.762,eV,703.6560635641316,1.762,0.027882847549077477,0.006319775056454535,3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.768,eV,701.2680904977375,1.768,0.027920766199416205,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.774,eV,698.8962705749717,1.774,0.027958684849754934,0.006319775056454535,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.78,eV,696.5404404494382,1.78,0.02799660350009366,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.786,eV,694.2004389697648,1.786,0.028034522150432385,0.006319775056454535,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.792,eV,691.8761071428571,1.792,0.028072440800771117,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.798,eV,689.5672880978865,1.798,0.028110359451109842,0.006319775056454535,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.804,eV,687.2738270509977,1.804,0.02814827810144857,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.81,eV,684.9955712707182,1.81,0.028186196751787296,0.006319775056454535,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.816,eV,682.7323700440528,1.816,0.028224115402126024,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.822,eV,680.4840746432491,1.822,0.028262034052464753,0.006319775056454535,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.828,eV,678.2505382932166,1.828,0.02829995270280348,0.006319775056454091,3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.834,eV,676.0316161395855,1.834,0.028337871353142204,0.006319775056454979,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.84,eV,673.8271652173912,1.84,0.028375790003480936,0.006319775056454979,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.846,eV,671.6370444203683,1.846,0.02841370865381966,0.006319775056454091,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.852,eV,669.4611144708423,1.852,0.028451627304158386,0.006319775056454535,3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.858,eV,667.2992378902045,1.858,0.028489545954497115,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.864,eV,665.151278969957,1.864,0.028527464604835844,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.87,eV,663.0171037433154,1.87,0.02856538325517457,0.006319775056454535,-3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.876,eV,660.896579957356,1.876,0.028603301905513297,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.882,eV,658.7895770456961,1.882,0.028641220555852023,0.006319775056454535,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.888,eV,656.6959661016949,1.888,0.02867913920619075,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.894,eV,654.6156198521647,1.894,0.02871705785652948,0.006319775056454535,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.9,eV,652.5484126315789,1.9,0.028754976506868205,0.006319775056454535,3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.906,eV,650.4942203567681,1.906,0.028792895157206937,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.912,eV,648.4529205020921,1.912,0.028830813807545663,0.006319775056454535,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.918,eV,646.4243920750782,1.918,0.028868732457884388,0.006319775056454535,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.924,eV,644.4085155925155,1.924,0.028906651108223116,0.006319775056454535,-3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.93,eV,642.4051730569948,1.93,0.02894456975856184,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.936,eV,640.4142479338843,1.936,0.02898248840890057,0.006319775056454535,3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.942,eV,638.4356251287332,1.942,0.0290204070592393,0.006319775056454535,-3.697042672001771e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.948,eV,636.4691909650924,1.948,0.029058325709578024,0.006319775056454091,3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.954,eV,634.514833162743,1.954,0.02909624435991675,0.006319775056454979,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.96,eV,632.5724408163265,1.96,0.02913416301025548,0.006319775056454979,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.966,eV,630.6419043743641,1.966,0.029172081660594207,0.006319775056454091,-3.708144902248023e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.972,eV,628.7231156186613,1.972,0.029210000310932932,0.006319775056454535,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.978,eV,626.8159676440849,1.978,0.02924791896127166,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.984,eV,624.9203548387096,1.984,0.02928583761161039,0.006319775056454535,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.99,eV,623.0361728643215,1.99,0.029323756261949115,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
1.996,eV,621.1633186372745,1.996,0.029361674912287843,0.006319775056454535,7.394085344003543e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.002,eV,619.3016903096903,2.002,0.02939959356262657,0.006319775056454979,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.008,eV,617.451187250996,2.008,0.0294375122129653,0.006319775056454535,-7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.014,eV,615.6117100297914,2.014,0.029475430863304026,0.006319775056454091,0.0,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
2.02,eV,613.7831603960395,2.02,0.02951334951364275,0.006319775056454535,7.405187574249794e-14,numpy_gradient,ea.uv_vis.derivative_screening:v0.2
